"name" "left" "right" "strand" "number" "genes"
"1172" "prlF-yhaV" 3277002 3277801 "forward" 2 "prlF,yhaV"
"1173" "prmB-aroC-mepA-yfcA-epmC-yfcL" 2443891 2448440 "reverse" 6 "prmB,aroC,mepA,yfcA,epmC,yfcL"
"1174" "proBA" 260388 262756 "forward" 2 "proB,proA"
"1175" "proC" 404835 405644 "reverse" 1 "proC"
"1176" "proK" 3708616 3708692 "reverse" 1 "proK"
"1177" "proL" 2286211 2286287 "forward" 1 "proL"
"1178" "proP" 4330502 4332004 "forward" 1 "proP"
"1179" "proQ-prc" 1912768 1915534 "reverse" 2 "proQ,prc"
"1180" "proS" 217057 218775 "reverse" 1 "proS"
"1181" "proVWX" 2804815 2808124 "forward" 3 "proV,proW,proX"
"1182" "prpBCDE" 348682 354592 "forward" 4 "prpB,prpC,prpD,prpE"
"1183" "prpR" 346857 348443 "reverse" 1 "prpR"
"1184" "psd-mscM" 4386047 4390360 "reverse" 2 "psd,mscM"
"1185" "psiE" 4240325 4240735 "forward" 1 "psiE"
"1186" "pspABCDE" 1368079 1370003 "forward" 5 "pspA,pspB,pspC,pspD,pspE"
"1187" "pspF" 1366935 1367912 "reverse" 1 "pspF"
"1188" "pspG" 4262840 4263082 "forward" 1 "pspG"
"1189" "psrO" 3311225 3311398 "forward" 1 "psrO"
"1190" "pssA" 2722727 2724082 "forward" 1 "pssA"
"1191" "pstSCAB-phoU" 3906853 3911525 "reverse" 5 "pstS,pstC,pstA,pstB,phoU"
"1192" "psuKG" 2257429 2259296 "reverse" 2 "psuK,psuG"
"1193" "psuT" 2256085 2257335 "reverse" 1 "psuT"
"1194" "pth-ychF" 1256721 1258513 "reverse" 2 "pth,ychF"
"1195" "ptrA-recBD" 2950635 2958884 "reverse" 3 "ptrA,recB,recD"
"1196" "ptrB" 1926779 1928839 "reverse" 1 "ptrB"
"1197" "ptsA-fsaB-gldA" 4137932 4142221 "reverse" 3 "ptsA,fsaB,gldA"
"1198" "ptsG" 1157869 1159302 "forward" 1 "ptsG"
"1199" "ptsHI-crr" 2533764 2536343 "forward" 3 "ptsH,ptsI,crr"
"1200" "purA" 4404687 4405985 "forward" 1 "purA"
"1201" "purC" 2596905 2597618 "reverse" 1 "purC"
"1202" "purEK" 551527 553100 "reverse" 2 "purE,purK"
"1203" "purHD" 4204642 4207532 "reverse" 2 "purH,purD"
"1204" "purL" 2691656 2695543 "reverse" 1 "purL"
"1205" "purMN" 2621197 2622872 "forward" 2 "purM,purN"
"1206" "purR" 1737844 1738869 "forward" 1 "purR"
"1207" "purT" 1930881 1932059 "forward" 1 "purT"
"1208" "purU" 1287782 1288624 "reverse" 1 "purU"
"1209" "putA" 1074920 1078882 "reverse" 1 "putA"
"1210" "putP" 1079305 1080813 "forward" 1 "putP"
"1211" "puuAP" 1357802 1360908 "reverse" 2 "puuA,puuP"
"1212" "puuDRCBE" 1361120 1366815 "forward" 5 "puuD,puuR,puuC,puuB,puuE"
"1213" "pykA" 1937649 1939091 "forward" 1 "pykA"
"1214" "pykF" 1755698 1757110 "forward" 1 "pykF"
"1215" "pyrC" 1121561 1122607 "reverse" 1 "pyrC"
"1216" "pyrD" 1004768 1005778 "forward" 1 "pyrD"
"1217" "pyrG-eno" 2906643 2909666 "reverse" 2 "pyrG,eno"
"1218" "pyrH" 191855 192580 "forward" 1 "pyrH"
"1219" "pyrLBI" 4470986 4472533 "reverse" 3 "pyrL,pyrB,pyrI"
"1220" "qmcA-ybbJ" 514401 515773 "reverse" 2 "qmcA,ybbJ"
"1221" "qor" 4263248 4264231 "reverse" 1 "qor"
"1222" "qorB" 4433164 4434024 "reverse" 1 "qorB"
"1223" "qseBC" 3169828 3171833 "forward" 2 "qseB,qseC"
"1224" "queA" 425011 426081 "forward" 1 "queA"
"1225" "queC" 464852 465547 "reverse" 1 "queC"
"1226" "queD" 2892214 2892579 "forward" 1 "queD"
"1227" "queE" 2904747 2905418 "reverse" 1 "queE"
"1228" "queF" 2925348 2926196 "forward" 1 "queF"
"1229" "queG" 4392928 4394067 "reverse" 1 "queG"
"1230" "racC" 1417488 1417763 "reverse" 1 "racC"
"1231" "racR" 1419765 1420241 "reverse" 1 "racR"
"1232" "radD" 2280632 2282392 "forward" 1 "radD"
"1233" "raiA" 2737154 2737495 "forward" 1 "raiA"
"1234" "ralA" 1413556 1413734 "forward" 1 "ralA"
"1235" "rapA-rluA" 59687 63264 "reverse" 2 "rapA,rluA"
"1236" "rarD" 4003288 4004178 "reverse" 1 "rarD"
"1237" "ratAB" 2754008 2754764 "reverse" 2 "ratA,ratB"
"1238" "ravA-viaA" 3928152 3931093 "reverse" 2 "ravA,viaA"
"1239" "rayT" 247637 248134 "forward" 1 "rayT"
"1240" "rbn" 2381608 2382525 "forward" 1 "rbn"
"1241" "rbsDACBKR" 3933351 3939219 "forward" 6 "rbsD,rbsA,rbsC,rbsB,rbsK,rbsR"
"1242" "rcdA" 887423 887959 "forward" 1 "rcdA"
"1243" "rclABC" 317726 320001 "reverse" 3 "rclA,rclB,rclC"
"1244" "rclR" 320227 321081 "forward" 1 "rclR"
"1245" "rcnAB" 2185917 2187298 "forward" 2 "rcnA,rcnB"
"1246" "rcnR" 2185524 2185796 "reverse" 1 "rcnR"
"1247" "rcsA" 2023968 2024591 "forward" 1 "rcsA"
"1248" "rcsC" 2317027 2319876 "reverse" 1 "rcsC"
"1249" "rcsDB" 2313488 2316827 "forward" 2 "rcsD,rcsB"
"1250" "rcsF-trmO" 218887 219995 "reverse" 2 "rcsF,trmO"
"1251" "rdgC" 409108 410019 "reverse" 1 "rdgC"
"1252" "rdlA" 1269323 1269389 "forward" 1 "rdlA"
"1253" "rdlB" 1269858 1269923 "forward" 1 "rdlB"
"1254" "rdlC" 1270393 1270460 "forward" 1 "rdlC"
"1255" "rdlD" 3700136 3700199 "forward" 1 "rdlD"
"1256" "rdoA-dsbA" 4042415 4044044 "forward" 2 "rdoA,dsbA"
"1257" "recAX" 2822139 2823769 "reverse" 2 "recA,recX"
"1258" "recET-ralR-ydaC-xisR-intR" 1412000 1417386 "reverse" 6 "recE,recT,ralR,ydaC,xisR,intR"
"1259" "recN" 2751795 2753456 "forward" 1 "recN"
"1260" "recQ" 4005864 4007693 "forward" 1 "recQ"
"1261" "relA-mazEFG" 2909894 2913651 "reverse" 4 "relA,mazE,mazF,mazG"
"1262" "relBE-hokD" 1645119 1645872 "reverse" 3 "relB,relE,hokD"
"1263" "rem" 1644651 1644902 "reverse" 1 "rem"
"1264" "renD-emrE" 568062 568647 "forward" 2 "renD,emrE"
"1265" "rep" 3960677 3962698 "forward" 1 "rep"
"1266" "rfaD-waaFCL" 3793987 3798207 "forward" 4 "rfaD,waaF,waaC,waaL"
"1267" "rfaE" 3195320 3196753 "reverse" 1 "rfaE"
"1268" "rfaH" 4024333 4024821 "reverse" 1 "rfaH"
"1269" "rfbBDACX" 2108337 2113061 "reverse" 5 "rfbB,rfbD,rfbA,rfbC,rfbX"
"1270" "rfe-wzzE-wecBC-rffGHC-wecE-wzxE-wecF-rffT-rffM" 3967916 3980696 "forward" 12 "rfe,wzzE,wecB,wecC,rffG,rffH,rffC,wecE,wzxE,wecF,rffT,rffM"
"1271" "rhaBAD" 4093448 4097448 "reverse" 3 "rhaB,rhaA,rhaD"
"1272" "rhaM" 4093124 4093438 "reverse" 1 "rhaM"
"1273" "rhaSR" 4097736 4099494 "forward" 2 "rhaS,rhaR"
"1274" "rhaT" 4099491 4100525 "reverse" 1 "rhaT"
"1275" "rhlB" 3964365 3965630 "reverse" 1 "rhlB"
"1276" "rhlE" 830872 832236 "forward" 1 "rhlE"
"1277" "rhoL-rho" 3966231 3967676 "forward" 2 "rhoL,rho"
"1278" "rhsA-yibA" 3762183 3767179 "forward" 2 "rhsA,yibA"
"1279" "rhsB" 3619192 3623427 "forward" 1 "rhsB"
"1280" "rhsC-ybfB" 729583 734102 "forward" 2 "rhsC,ybfB"
"1281" "rhsD-ybbC-ylbH-ybbD" 523261 528900 "forward" 4 "rhsD,ybbC,ylbH,ybbD"
"1282" "rhsE-ydcD" 1527890 1530404 "forward" 2 "rhsE,ydcD"
"1283" "rhtA" 849210 850097 "reverse" 1 "rhtA"
"1284" "rhtB" 4008439 4009059 "reverse" 1 "rhtB"
"1285" "rhtC" 4007757 4008377 "forward" 1 "rhtC"
"1286" "ribA" 1338570 1339160 "reverse" 1 "ribA"
"1287" "ribC" 1742601 1743242 "reverse" 1 "ribC"
"1288" "ribF-ileS-lspA-fkpB-ispH" 21407 27227 "forward" 5 "ribF,ileS,lspA,fkpB,ispH"
"1289" "ridA" 4470527 4470913 "reverse" 1 "ridA"
"1290" "rihA" 683477 684412 "reverse" 1 "rihA"
"1291" "rihB" 2254245 2255186 "reverse" 1 "rihB"
"1292" "rihC" 27293 28207 "forward" 1 "rihC"
"1293" "rimJ" 1125562 1126146 "forward" 1 "rimJ"
"1294" "rimL" 1498938 1499477 "forward" 1 "rimL"
"1295" "rimO" 876710 878035 "reverse" 1 "rimO"
"1296" "rlmA" 1906251 1907060 "reverse" 1 "rlmA"
"1297" "rlmD" 2913699 2915000 "reverse" 1 "rlmD"
"1298" "rlmE-ftsH" 3325001 3327664 "reverse" 2 "rlmE,ftsH"
"1299" "rlmF" 842332 843258 "forward" 1 "rlmF"
"1300" "rlmG" 3234739 3235875 "reverse" 1 "rlmG"
"1301" "rlmI" 1028779 1029969 "reverse" 1 "rlmI"
"1302" "rlmJ" 3645385 3646227 "forward" 1 "rlmJ"
"1303" "rlmL-uup" 1007844 1011871 "forward" 2 "rlmL,uup"
"1304" "rlmM" 2940143 2941243 "reverse" 1 "rlmM"
"1305" "rlmN" 2643129 2644283 "reverse" 1 "rlmN"
"1306" "rluB" 1326852 1327727 "forward" 1 "rluB"
"1307" "rluC" 1144940 1145899 "forward" 1 "rluC"
"1308" "rluD-yfiH" 2734303 2736011 "reverse" 2 "rluD,yfiH"
"1309" "rluE-nudJ" 1193827 1194951 "reverse" 2 "rluE,nudJ"
"1310" "rluF" 4230354 4231226 "forward" 1 "rluF"
"1311" "rmf" 1015715 1015882 "forward" 1 "rmf"
"1312" "rmuC" 4017333 4018760 "forward" 1 "rmuC"
"1313" "rna" 644197 645003 "reverse" 1 "rna"
"1314" "rnb" 1346978 1348912 "reverse" 1 "rnb"
"1315" "rnc-era-recO-pdxJ-acpS" 2700618 2704063 "reverse" 5 "rnc,era,recO,pdxJ,acpS"
"1316" "rnd" 1886864 1887991 "reverse" 1 "rnd"
"1317" "rne" 1141182 1144367 "reverse" 1 "rne"
"1318" "rnhA" 235535 236002 "reverse" 1 "rnhA"
"1319" "rnk" 643557 643967 "reverse" 1 "rnk"
"1320" "rnlAB" 2765918 2767355 "forward" 2 "rnlA,rnlB"
"1321" "rnt-lhr" 1728347 1733703 "forward" 2 "rnt,lhr"
"1322" "rob" 4634441 4635310 "reverse" 1 "rob"
"1323" "rodZ" 2641831 2642844 "reverse" 1 "rodZ"
"1324" "roxA" 1187119 1188240 "reverse" 1 "roxA"
"1325" "rph-pyrE" 3815127 3816549 "reverse" 2 "rph,pyrE"
"1326" "rpiA" 3058666 3059325 "reverse" 1 "rpiA"
"1327" "rpiB" 4313350 4313799 "forward" 1 "rpiB"
"1328" "rpiR-alsBACE" 4307783 4312991 "reverse" 5 "rpiR,alsB,alsA,alsC,alsE"
"1329" "rplKAJL-rpoBC" 4178447 4189573 "forward" 6 "rplK,rplA,rplJ,rplL,rpoB,rpoC"
"1330" "rplM-rpsI" 3377815 3378651 "reverse" 2 "rplM,rpsI"
"1331" "rplNXE-rpsNH-rplFR-rpsE-rpmD-rplO-secY-rpmJ" 3442618 3448149 "reverse" 12 "rplN,rplX,rplE,rpsN,rpsH,rplF,rplR,rpsE,rpmD,rplO,secY,rpmJ"
"1332" "rplU-rpmA-yhbE-obgE" 3330582 3333451 "reverse" 4 "rplU,rpmA,yhbE,obgE"
"1333" "rplY" 2282517 2282801 "forward" 1 "rplY"
"1334" "rpmE" 4127013 4127225 "forward" 1 "rpmE"
"1335" "rpmH-rnpA" 3884336 3884852 "forward" 2 "rpmH,rnpA"
"1336" "rpoE-rseABC" 2707322 2710012 "reverse" 4 "rpoE,rseA,rseB,rseC"
"1337" "rpoH" 3599929 3600783 "reverse" 1 "rpoH"
"1338" "rpoZ-spoT-trmH-recG" 3822106 3827291 "forward" 4 "rpoZ,spoT,trmH,recG"
"1339" "rppH-ptsP" 2966188 2968977 "reverse" 2 "rppH,ptsP"
"1340" "rprA" 1770372 1770476 "forward" 1 "rprA"
"1341" "rpsF-priB-rpsR-rplI" 4425118 4426557 "forward" 4 "rpsF,priB,rpsR,rplI"
"1342" "rpsJ-rplCDWB-rpsS-rplV-rpsC-rplP-rpmC-rpsQ" 3448314 3453270 "reverse" 11 "rpsJ,rplC,rplD,rplW,rplB,rpsS,rplV,rpsC,rplP,rpmC,rpsQ"
"1343" "rpsLG-fusA-tufA" 3470145 3474552 "reverse" 4 "rpsL,rpsG,fusA,tufA"
"1344" "rpsMKD-rpoA-rplQ" 3439616 3442471 "reverse" 5 "rpsM,rpsK,rpsD,rpoA,rplQ"
"1345" "rpsP-rimM-trmD-rplS" 2744183 2746185 "reverse" 4 "rpsP,rimM,trmD,rplS"
"1346" "rpsT" 20815 21078 "reverse" 1 "rpsT"
"1347" "rpsU-dnaG-rpoD" 3210781 3214888 "forward" 3 "rpsU,dnaG,rpoD"
"1348" "rraB" 4478473 4478889 "forward" 1 "rraB"
"1349" "rrsA-ileT-alaT-rrlA-rrfA" 4035531 4040636 "forward" 5 "rrsA,ileT,alaT,rrlA,rrfA"
"1350" "rrsB-gltT-rrlB-rrfB" 4166659 4171756 "forward" 4 "rrsB,gltT,rrlB,rrfB"
"1351" "rrsC-gltU-rrlC-rrfC" 3941808 3946819 "forward" 4 "rrsC,gltU,rrlC,rrfC"
"1352" "rrsD-ileU-alaU-rrlD-rrfD-thrV-rrfF" 3423423 3428762 "reverse" 7 "rrsD,ileU,alaU,rrlD,rrfD,thrV,rrfF"
"1353" "rrsE-gltV-rrlE-rrfE" 4208147 4213159 "forward" 4 "rrsE,gltV,rrlE,rrfE"
"1354" "rrsG-gltW-rrlG-rrfG" 2726069 2731157 "reverse" 4 "rrsG,gltW,rrlG,rrfG"
"1355" "rrsH-ileV-alaV-rrlH-rrfH" 223771 228875 "forward" 5 "rrsH,ileV,alaV,rrlH,rrfH"
"1356" "rsd" 4196332 4196808 "reverse" 1 "rsd"
"1357" "rseP" 196546 197898 "forward" 1 "rseP"
"1358" "rseX" 2033649 2033739 "forward" 1 "rseX"
"1359" "rsfS-rlmH-mrdAB-rlpA" 664102 669036 "reverse" 5 "rsfS,rlmH,mrdA,mrdB,rlpA"
"1360" "rsgA" 4390457 4391509 "reverse" 1 "rsgA"
"1361" "rsmB" 3435207 3436496 "forward" 1 "rsmB"
"1362" "rsmC" 4606669 4607700 "reverse" 1 "rsmC"
"1363" "rsmD-yhhL" 3604393 3605248 "forward" 2 "rsmD,yhhL"
"1364" "rsmE-gshB" 3091134 3092828 "forward" 2 "rsmE,gshB"
"1365" "rsmF" 1920223 1921662 "forward" 1 "rsmF"
"1366" "rsmI" 3292475 3293335 "reverse" 1 "rsmI"
"1367" "rspAB" 1652896 1655141 "reverse" 2 "rspA,rspB"
"1368" "rssAB" 1289245 1291255 "forward" 2 "rssA,rssB"
"1369" "rstAB" 1682159 1684183 "forward" 2 "rstA,rstB"
"1370" "rsuA" 2279788 2280483 "reverse" 1 "rsuA"
"1371" "rtcBA" 3555833 3558079 "reverse" 2 "rtcB,rtcA"
"1372" "rtcR" 3558268 3559866 "forward" 1 "rtcR"
"1373" "rttR" 1287066 1287236 "reverse" 1 "rttR"
"1374" "rutABCDEFG" 1068511 1074011 "reverse" 7 "rutA,rutB,rutC,rutD,rutE,rutF,rutG"
"1375" "rutR" 1074242 1074880 "forward" 1 "rutR"
"1376" "ruvAB" 1944346 1945976 "reverse" 2 "ruvA,ruvB"
"1377" "rybA-mntS" 852725 853064 "reverse" 2 "rybA,mntS"
"1378" "rybB" 887977 888057 "reverse" 1 "rybB"
"1379" "rydB" 1764713 1764780 "reverse" 1 "rydB"
"1380" "rydC" 1491443 1491506 "reverse" 1 "rydC"
"1381" "ryeA" 1923066 1923314 "forward" 1 "ryeA"
"1382" "ryfA" 2653855 2654158 "forward" 1 "ryfA"
"1383" "ryfD" 2734153 2734295 "reverse" 1 "ryfD"
"1384" "ryhB" 3580927 3581016 "reverse" 1 "ryhB"
"1385" "ryjA" 4277927 4278066 "reverse" 1 "ryjA"
"1386" "ryjB" 4527977 4528066 "forward" 1 "ryjB"
"1387" "rzoD" 578327 578509 "forward" 1 "rzoD"
"1388" "rzoR" 1423400 1423585 "forward" 1 "rzoR"
"1389" "sad" 1613315 1614703 "reverse" 1 "sad"
"1390" "safA-ydeO" 1582926 1583959 "reverse" 2 "safA,ydeO"
"1391" "sanA-yeiS" 2232878 2233839 "forward" 2 "sanA,yeiS"
"1392" "sapABCDF" 1351828 1357110 "reverse" 5 "sapA,sapB,sapC,sapD,sapF"
"1393" "satP" 9928 10494 "reverse" 1 "satP"
"1394" "sbcB" 2082756 2084183 "forward" 1 "sbcB"
"1395" "sbcDC" 412607 416952 "reverse" 2 "sbcD,sbcC"
"1396" "sbmA-yaiW" 396639 398966 "forward" 2 "sbmA,yaiW"
"1397" "sbmC" 2080789 2081262 "reverse" 1 "sbmC"
"1398" "sbp" 4108834 4109823 "forward" 1 "sbp"
"1399" "scpA-argK-scpBC" 3060850 3066280 "forward" 4 "scpA,argK,scpB,scpC"
"1400" "sdaA" 1896932 1898296 "forward" 1 "sdaA"
"1401" "sdaCB" 2928229 2930943 "forward" 2 "sdaC,sdaB"
"1402" "sdhCDAB-sucABCD" 755177 765049 "forward" 8 "sdhC,sdhD,sdhA,sdhB,sucA,sucB,sucC,sucD"
"1403" "sdhE-cptA" 3040416 3041070 "reverse" 2 "sdhE,cptA"
"1404" "sdiA" 1996110 1996832 "reverse" 1 "sdiA"
"1405" "sdsN" 1996906 1997097 "forward" 1 "sdsN"
"1406" "sdsR" 1923104 1923207 "reverse" 1 "sdsR"
"1407" "secE-nusG" 4177358 4178288 "forward" 2 "secE,nusG"
"1408" "secG-leuU" 3322072 3322505 "reverse" 2 "secG,leuU"
"1409" "secMA-mutT" 107705 111433 "forward" 3 "secM,secA,mutT"
"1410" "selAB" 3758017 3761249 "reverse" 2 "selA,selB"
"1411" "selC" 3836222 3836316 "forward" 1 "selC"
"1412" "seqA-pgm" 712987 715198 "forward" 2 "seqA,pgm"
"1413" "serA" 3057178 3058410 "reverse" 1 "serA"
"1414" "serB-radA-nadR" 4624895 4628547 "forward" 3 "serB,radA,nadR"
"1415" "serC-aroA" 957653 960095 "forward" 2 "serC,aroA"
"1416" "serS" 939428 940720 "forward" 1 "serS"
"1417" "serT" 1031625 1031712 "reverse" 1 "serT"
"1418" "serU" 2043468 2043557 "reverse" 1 "serU"
"1419" "serV-argVYZQ" 2817784 2818645 "reverse" 5 "serV,argV,argY,argZ,argQ"
"1420" "serW" 925884 925971 "reverse" 1 "serW"
"1421" "serX" 1097565 1097652 "reverse" 1 "serX"
"1422" "setB" 2263863 2265044 "forward" 1 "setB"
"1423" "setC" 3836953 3838137 "forward" 1 "setC"
"1424" "sfmA" 558212 558754 "forward" 1 "sfmA"
"1425" "sfmCD" 558974 562300 "forward" 2 "sfmC,sfmD"
"1426" "sfmHF" 562336 563845 "forward" 2 "sfmH,sfmF"
"1427" "sfsA-dksA-gluQ" 159186 161486 "reverse" 3 "sfsA,dksA,gluQ"
"1428" "sfsB" 3334909 3335187 "forward" 1 "sfsB"
"1429" "sgcXBCQAER" 4526106 4531651 "reverse" 7 "sgcX,sgcB,sgcC,sgcQ,sgcA,sgcE,sgcR"
"1430" "sgrR-sroA-tbpA-thiPQ" 72229 77299 "reverse" 5 "sgrR,sroA,tbpA,thiP,thiQ"
"1431" "sgrST-setA" 77367 78799 "forward" 3 "sgrS,sgrT,setA"
"1432" "shiA" 2053643 2054959 "forward" 1 "shiA"
"1433" "shoB" 2700117 2700197 "reverse" 1 "shoB"
"1434" "sibA" 2153311 2153454 "forward" 1 "sibA"
"1435" "sibB" 2153646 2153781 "forward" 1 "sibB"
"1436" "sibC" 3056851 3056991 "forward" 1 "sibC"
"1437" "sibD" 3194721 3194865 "reverse" 1 "sibD"
"1438" "sibE" 3195097 3195240 "reverse" 1 "sibE"
"1439" "sieB" 1418671 1419159 "forward" 1 "sieB"
"1440" "sixA" 2456327 2456812 "reverse" 1 "sixA"
"1441" "slp-dctR" 3653961 3655213 "forward" 2 "slp,dctR"
"1442" "slt" 4630733 4632670 "forward" 1 "slt"
"1443" "slyA" 1720390 1720824 "reverse" 1 "slyA"
"1444" "slyB" 1719876 1720343 "forward" 1 "slyB"
"1445" "slyD" 3477907 3478497 "reverse" 1 "slyD"
"1446" "slyX" 3477640 3477858 "forward" 1 "slyX"
"1447" "smf" 3432436 3433560 "reverse" 1 "smf"
"1448" "smg" 3431991 3432464 "reverse" 1 "smg"
"1449" "smpB" 2754896 2755378 "forward" 1 "smpB"
"1450" "smrA" 1405979 1406542 "forward" 1 "smrA"
"1451" "smrB" 2448606 2449157 "forward" 1 "smrB"
"1452" "sodA" 4100810 4101430 "forward" 1 "sodA"
"1453" "sodB" 1735378 1735959 "forward" 1 "sodB"
"1454" "sodC" 1724134 1724655 "reverse" 1 "sodC"
"1455" "sohB" 1329332 1330381 "forward" 1 "sohB"
"1456" "sokB" 1492119 1492174 "forward" 1 "sokB"
"1457" "sokC" 16952 17006 "forward" 1 "sokC"
"1458" "solA-yceO" 1119307 1120586 "reverse" 2 "solA,yceO"
"1459" "soxR" 4277469 4277933 "forward" 1 "soxR"
"1460" "soxS" 4277060 4277383 "reverse" 1 "soxS"
"1461" "speAB" 3082877 3085911 "reverse" 2 "speA,speB"
"1462" "speC" 3107020 3109155 "reverse" 1 "speC"
"1463" "speF-potE" 716946 720460 "reverse" 2 "speF,potE"
"1464" "spf" 4049899 4050007 "forward" 1 "spf"
"1465" "sppA" 1848837 1850693 "forward" 1 "sppA"
"1466" "spy" 1825140 1825625 "reverse" 1 "spy"
"1467" "sraA" 458728 458784 "reverse" 1 "sraA"
"1468" "sraB" 1146589 1146757 "forward" 1 "sraB"
"1469" "srlAEBD-gutM-srlR-gutQ" 2825832 2830778 "forward" 7 "srlA,srlE,srlB,srlD,gutM,srlR,gutQ"
"1470" "srmB" 2712896 2714230 "forward" 1 "srmB"
"1471" "sroG-ribB" 3183813 3184718 "reverse" 2 "sroG,ribB"
"1472" "sroH" 4190327 4190487 "reverse" 1 "sroH"
"1473" "ssb" 4274125 4274661 "forward" 1 "ssb"
"1474" "sseA" 2652494 2653339 "forward" 1 "sseA"
"1475" "sseB" 2654157 2654933 "reverse" 1 "sseB"
"1476" "sspAB" 3376279 3377420 "reverse" 2 "sspA,sspB"
"1477" "ssrA" 2755593 2755955 "forward" 1 "ssrA"
"1478" "ssrS-fau" 3055983 3056789 "forward" 2 "ssrS,fau"
"1479" "sstT" 3239944 3241188 "forward" 1 "sstT"
"1480" "ssuEADCB" 993277 997512 "reverse" 5 "ssuE,ssuA,ssuD,ssuC,ssuB"
"1481" "stfE-tfaE" 1208517 1209655 "reverse" 2 "stfE,tfaE"
"1482" "sthA" 4159390 4160790 "reverse" 1 "sthA"
"1483" "stpA" 2798091 2798495 "reverse" 1 "stpA"
"1484" "sufABCDSE" 1758874 1764386 "reverse" 6 "sufA,sufB,sufC,sufD,sufS,sufE"
"1485" "sugE" 4376875 4377192 "forward" 1 "sugE"
"1486" "suhB" 2663442 2664245 "forward" 1 "suhB"
"1487" "sulA" 1020410 1020919 "reverse" 1 "sulA"
"1488" "sutR" 1506172 1506708 "forward" 1 "sutR"
"1489" "sxy" 1021138 1021767 "forward" 1 "sxy"
"1490" "syd" 2924735 2925280 "reverse" 1 "syd"
"1491" "symE" 4579499 4579840 "reverse" 1 "symE"
"1492" "symR" 4579835 4579911 "forward" 1 "symR"
"1493" "tabA" 4474862 4475314 "forward" 1 "tabA"
"1494" "tag-yiaC" 3713092 3714092 "forward" 2 "tag,yiaC"
"1495" "talA-tktB" 2578666 2581639 "forward" 2 "talA,tktB"
"1496" "talB" 8238 9191 "forward" 1 "talB"
"1497" "tamAB-ytfP" 4442382 4448235 "forward" 3 "tamA,tamB,ytfP"
"1498" "tar-tap-cheRBYZ" 1966393 1972691 "reverse" 6 "tar,tap,cheR,cheB,cheY,cheZ"
"1499" "tas" 2971597 2972637 "forward" 1 "tas"
"1500" "tatABCD" 4021945 4024336 "forward" 4 "tatA,tatB,tatC,tatD"
"1501" "tatE" 658947 659150 "forward" 1 "tatE"
"1502" "tauABCD" 385232 388646 "forward" 4 "tauA,tauB,tauC,tauD"
"1503" "tcdA" 2945036 2945842 "reverse" 1 "tcdA"
"1504" "tcyP" 1810934 1812325 "forward" 1 "tcyP"
"1505" "tdcABCDEFG" 3258285 3267065 "reverse" 7 "tdcA,tdcB,tdcC,tdcD,tdcE,tdcF,tdcG"
"1506" "tdcR" 3267380 3267598 "forward" 1 "tdcR"
"1507" "tdk" 1293527 1294144 "forward" 1 "tdk"
"1508" "tehAB" 1500573 1502155 "forward" 2 "tehA,tehB"
"1509" "tesA-ybbO" 518340 519765 "reverse" 2 "tesA,ybbO"
"1510" "tesB" 474301 475161 "reverse" 1 "tesB"
"1511" "tfaD" 581534 582097 "forward" 1 "tfaD"
"1512" "tfaS" 2470803 2471105 "forward" 1 "tfaS"
"1513" "tfaX" 582875 583060 "forward" 1 "tfaX"
"1514" "tff-rpsB-tsf" 189712 191708 "forward" 3 "tff,rpsB,tsf"
"1515" "tgt-yajC-secDF" 426137 430476 "forward" 4 "tgt,yajC,secD,secF"
"1516" "thiCEFSGH" 4190735 4196099 "reverse" 6 "thiC,thiE,thiF,thiS,thiG,thiH"
"1517" "thiI" 441549 442997 "forward" 1 "thiI"
"1518" "thiMD" 2183716 2185301 "reverse" 2 "thiM,thiD"
"1519" "thpR" 161501 162031 "reverse" 1 "thpR"
"1520" "thrLABC" 190 5020 "forward" 4 "thrL,thrA,thrB,thrC"
"1521" "thrS-infC-rpmI-rplT-pheMST-ihfA" 1795253 1802570 "reverse" 8 "thrS,infC,rpmI,rplT,pheM,pheS,pheT,ihfA"
"1522" "thrU-tyrU-glyT-thrT-tufB" 4175388 4177128 "forward" 5 "thrU,tyrU,glyT,thrT,tufB"
"1523" "thrW" 262871 262946 "forward" 1 "thrW"
"1524" "tig" 455133 456431 "forward" 1 "tig"
"1525" "tilS" 212331 213629 "forward" 1 "tilS"
"1526" "tisB" 3853553 3853642 "forward" 1 "tisB"
"1527" "tktA" 3079644 3081635 "reverse" 1 "tktA"
"1528" "tldD" 3390583 3392028 "reverse" 1 "tldD"
"1529" "tnaCAB" 3888435 3891483 "forward" 3 "tnaC,tnaA,tnaB"
"1530" "tolB-pal-cpoB" 777740 780389 "forward" 3 "tolB,pal,cpoB"
"1531" "tolC-ygiABC" 3178115 3181581 "forward" 4 "tolC,ygiA,ygiB,ygiC"
"1532" "tomB-hha" 480090 480708 "reverse" 2 "tomB,hha"
"1533" "tonB" 1311089 1311808 "forward" 1 "tonB"
"1534" "topA" 1331048 1333645 "forward" 1 "topA"
"1535" "topAI-yjhQ" 4533239 4534053 "reverse" 2 "topAI,yjhQ"
"1536" "torCAD" 1058084 1062398 "forward" 3 "torC,torA,torD"
"1537" "torI" 2476310 2476510 "forward" 1 "torI"
"1538" "torR" 1057262 1057954 "reverse" 1 "torR"
"1539" "torS" 1053434 1056178 "reverse" 1 "torS"
"1540" "torT" 1056261 1057289 "forward" 1 "torT"
